name,rate,location,cuisines,approx_cost(for two people)
Cafe Azzure,4.3/5,MG Road,"Cafe, Continental, Italian, Burger","1,200"
Hammered,4.7/5,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe","1,300"
Ishta Upahar,3.4/5,Ulsoor,South Indian,100
Delicacy,3.9/5,Frazer Town,"Chinese, Thai, Momos",500
Fanoos,3.9/5,Frazer Town,"Arabian, Rolls, North Indian, BBQ",400
PurpleBasil.in,4.1/5,Kammanahalli,"Healthy Food, Desserts",500
Afrina's Kitchen,3.4/5,Kammanahalli,"Fast Food, Desserts",250
Rahhams,3.9/5,Frazer Town,"Mughlai, North Indian, Chinese",700
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,4.0/5,Residency Road,"Cafe, Fast Food, Desserts, Beverages",400
Glen's Bakehouse,4.2/5,Indiranagar,"Bakery, Cafe, Italian, Desserts",600
Navab's,3.6/5,Frazer Town,Mughlai,600
Laughing Llama Gastropub,4.3/5,Brigade Road,"Finger Food, Continental, Pizza","1,600"
Gokul Kuteera,3.9/5,Indiranagar,"North Indian, Chinese, South Indian",650
Skoolroom,4.3/5,Ulsoor,"Cafe, Continental, Italian, Burger, Beverages",700
Popat Juice Junction,,Ulsoor,"Beverages, Juices",200
Gowdru Hotel,3.9/5,Indiranagar,"South Indian, Biryani",400
Keventers,3.9/5,Commercial Street,"Desserts, Beverages, Ice Cream",400
Sweet Truth,4.0/5,BTM,"Bakery, Desserts",500
Oregano Pizzeria,3.5/5,Frazer Town,"Italian, Pizza",300
Wangs Kitchen,3.1/5,Frazer Town,Chinese,"1,000"
Juicy Juice,NEW,RT Nagar,"Beverages, Ice Cream",100
Portland Steakhouse & Cafe,4.3/5,MG Road,"Steak, Italian, Continental, American, Burger, BBQ, Salad","1,500"
Bozo's Yum Yums,4.0/5,Frazer Town,"Fast Food, Burger, American",650
Pasta Street,4.5/5,Cunningham Road,"Italian, Pizza, Salad","1,300"
House Of Candy,,Malleshwaram,Desserts,200
Chichaba's Taj,3.9/5,Frazer Town,"Biryani, North Indian, Mughlai",600
Oh! Calcutta,4.4/5,Church Street,"Bengali, Seafood","1,200"
Jingo BBQ & Burgers,3.9/5,Kammanahalli,"Burger, BBQ",550
Zabi,3.8/5,HBR Layout,Biryani,300
Shezan,4.1/5,Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak",600
Eden Park,4.1/5,Cunningham Road,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","1,100"
Shawarma Inc,3.1/5,Brigade Road,"Rolls, Lebanese",250
Dakshin Restaurant,3.6/5,Brigade Road,"Mangalorean, Seafood, North Indian, Chinese",800
Tata Cha,3.9/5,Church Street,"Cafe, Tea, North Indian",500
Upahara Mandira,3.9/5,HBR Layout,"South Indian, North Indian, Chinese",300
Caferia,3.3/5,Frazer Town,"Fast Food, Street Food",200
Thai House,4.2/5,Indiranagar,Thai,800
WOW! Momo,3.7/5,Brigade Road,"Tibetan, Momos",400
Food Singh,,Frazer Town,North Indian,500
Tayabbs,3.0/5,Frazer Town,"Rolls, North Indian, Fast Food",500
Sheesh Kebab,4.1/5,Frazer Town,North Indian,700
Aagaman Veg,4.0/5,Indiranagar,"North Indian, Chinese, South Indian",900
The Waffle Press,4.3/5,St. Marks Road,"Desserts, Ice Cream",400
American Bites,2.4/5,Kalyan Nagar,"Fast Food, Burger, Pizza",450
Sagar Delicacy,3.9/5,Ulsoor,"North Indian, Chinese, Fast Food, Street Food",500
BIB - Breakfast in the Box,3.5/5,Kammanahalli,"American, Sandwich",600
Imli,3.9/5,Indiranagar,"North Indian, Street Food",900
XO Belgian Waffle,4.4/5,Brigade Road,"Desserts, Beverages",450
The Adukkala Restaurant,3.6/5,Brigade Road,Kerala,500
Anna Kuteera,3.8/5,St. Marks Road,"South Indian, North Indian, Chinese",400
Calicut Restaurant,3.6/5,Kammanahalli,"Kerala, South Indian, North Indian, Chinese",450
Srinidhi Sagar Food Line,3.7/5,Indiranagar,"South Indian, North Indian, Chinese",40
Chubalas Curry And Rice,4.0/5,Kammanahalli,"Naga, Goan, Seafood, Chinese",550
Momo Time,NEW,Ulsoor,"Momos, Chinese",300
Gelato Italiano,2.9/5,Ulsoor,"Ice Cream, Bakery, Desserts",200
Sannidhi Grand,3.8/5,Kammanahalli,"South Indian, North Indian, Chinese, Street Food",300
Shiro,4.4/5,Lavelle Road,"Japanese, Asian","3,000"
Kaati Zone,3.1/5,Church Street,"Fast Food, Biryani, Rolls",350
Navarang Fast Food,3.6/5,Kammanahalli,"North Indian, Chinese, Kebab, Rolls",300
New Peking,4.1/5,Kammanahalli,"Chinese, Malaysian",700
Atty's Bakery,4.0/5,Frazer Town,Bakery,250
Manju's Kitchen,3.3/5,Indiranagar,Biryani,200
Biggies Burger 'n' More,4.3/5,Indiranagar,"Cafe, Burger, Beverages",650
Chung's Chinese Corner,2.7/5,Indiranagar,Chinese,700
Crazy Pizza,,Brigade Road,"Pizza, Fast Food",400
Fullyfilled,4.0/5,Indiranagar,"Sandwich, Fast Food, Momos",200
Delhi Food Factory,,Frazer Town,North Indian,500
Chung Wah,3.9/5,Frazer Town,"Chinese, Thai, Momos, Vietnamese",800
Ibaco,4.0/5,Indiranagar,Desserts,300
Dakshin Biryani & Tiffin,3.4/5,Indiranagar,"Andhra, South Indian, North Indian",550
Pathy's Kitchen,3.5/5,Indiranagar,Andhra,500
Asaivam Restaurant,4.0/5,Indiranagar,"Chettinad, South Indian",750
Oye Amritsar,4.1/5,Church Street,North Indian,600
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,3.9/5,Indiranagar,"Fast Food, Cafe",450
Lassi Shop,3.8/5,Indiranagar,"Beverages, Juices, Ice Cream",100
The Food Corner,NEW,RT Nagar,"North Indian, Chinese",400
Peace Restaurant,2.6/5,Indiranagar,"Chinese, Tibetan",500
Maz Food Point,,Kammanahalli,"Chinese, South Indian, Biryani",300
Haji Ali Juice Centre,4.0/5,Commercial Street,"Fast Food, Pizza, Rolls, Beverages, Juices",350
Naachiyar's,3.9/5,Ulsoor,Chettinad,600
The Twisted Desi,NEW,Indiranagar,"Continental, Italian, North Indian, Chinese","1,000"
The Rice Bowl,4.3/5,Lavelle Road,"Chinese, Momos","1,300"
MISU,4.6/5,St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","1,700"
Ambur Star Briyani,3.7/5,Indiranagar,"North Indian, Chinese, Biryani",500
The London Shakes,,Church Street,"Pizza, Burger, Coffee, Beverages",500
Pabrai's Fresh & Naturelle Icecreams,4.2/5,Brigade Road,"Ice Cream, Desserts",180
Banjara Melting Pot,4.2/5,Cunningham Road,"North Indian, Chinese, Seafood","1,700"
Shaadi Ki Biryani,2.8/5,Commercial Street,Biryani,600
The Cake House,3.7/5,Ulsoor,"Bakery, Fast Food",300
Tandoor,3.9/5,MG Road,North Indian,"2,100"
Mahadii's,3.9/5,Kammanahalli,"Andhra, North Indian, Chinese",600
Zaks Mediterranean Cuisine,3.9/5,Frazer Town,"Mediterranean, Arabian, Lebanese",700
Mummy Dhaba,3.2/5,Ulsoor,North Indian,300
Cream Chemistry,3.9/5,Frazer Town,"Ice Cream, Desserts",500
Cafe Thulp,4.0/5,Kammanahalli,"Cafe, Burger, Italian, Salad","1,000"
Yuan Restaurant,3.8/5,HBR Layout,"Chinese, Momos",550
Teppan Japanese Grill & Sushi Bar,4.3/5,Ulsoor,Japanese,"2,000"
Vijaya Gardenia,3.4/5,Banaswadi,"North Indian, Chinese, Andhra",500
Feast India Co.,4.2/5,Cunningham Road,"Awadhi, Bengali, North Indian","1,500"
The Grand Taj,3.2/5,Shivajinagar,"North Indian, Chinese",350
Kenny's Restaurant,3.7/5,Banaswadi,Chinese,450
Church Street Social,4.3/5,Church Street,"American, North Indian, Chinese, Finger Food, Momos","1,500"
Pind Balluchi,4.0/5,Brigade Road,"North Indian, Mughlai",700
Asia In A Box,3.0/5,Kammanahalli,"Thai, Vietnamese, Indonesian, Asian",550
Domino's Pizza,3.7/5,Frazer Town,"Pizza, Fast Food",400
Classic Lassi Shop,3.5/5,Ulsoor,"Beverages, Ice Cream",150
Ta'aam,4.1/5,Cunningham Road,"North Indian, Mughlai, Arabian, Chinese",750
Ente Keralam,4.0/5,Ulsoor,"Kerala, Seafood","1,300"
Pulimunchi,4.3/5,Indiranagar,"Mangalorean, Seafood","1,000"
A2B - Adyar Ananda Bhavan,3.0/5,Indiranagar,"South Indian, North Indian, Chinese, Street Food, Fast Food",400
Paaramparya Restaurant,3.6/5,Kammanahalli,"Chettinad, Mangalorean, South Indian, North Indian",600
The Only Place,4.2/5,Church Street,"Italian, American, Steak, Continental, BBQ, Salad","1,000"
Mangalore pearl - Seafood Restaurant,4.3/5,Frazer Town,"Mangalorean, Seafood",700
Charminar Kabab Paradise,4.0/5,Frazer Town,"North Indian, Chinese, Mughlai, Kebab",500
Gelato Italiano,3.2/5,Kammanahalli,"Ice Cream, Desserts, Bakery",200
Hotel Rangoon,3.7/5,Ulsoor,Burmese,300
Green Theory,4.3/5,Residency Road,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800
Hoppipola,4.3/5,Church Street,"Continental, Mediterranean, European","1,300"
Midnight Eats,3.0/5,Frazer Town,"North Indian, Chinese",500
Sidra Eatery,3.9/5,Kammanahalli,"North Indian, Continental",400
Kabab Korner,3.9/5,St. Marks Road,"North Indian, Chinese, Fast Food",500
The Egg Factory,4.2/5,St. Marks Road,"Continental, American",750
Chetty's Corner,3.6/5,Kammanahalli,"Fast Food, Burger",200
Bangalore Masala House,4.2/5,Vasanth Nagar,"Cafe, Continental, Fast Food",500
Desi Deck,3.9/5,Brigade Road,"Mughlai, North Indian, Desserts","1,300"
Five Star Chicken,3.7/5,Frazer Town,"Fast Food, Burger",200
Alibaba Cafe and Restaurant,3.9/5,Frazer Town,"Arabian, Middle Eastern",700
Retreat Restaurant,3.5/5,RT Nagar,"Chinese, North Indian",500
Taipan,3.5/5,Frazer Town,"Chinese, Momos",700
Royanna Military Canteen,NEW,Brigade Road,"South Indian, Biryani",200
Baskin Robbins,3.1/5,Frazer Town,"Ice Cream, Desserts",250
Dolci Desserts,4.3/5,Cunningham Road,"Cafe, Desserts",750
Giselle Resto Cafe,4.1/5,Kammanahalli,"Cafe, Italian, Pizza, Beverages, Desserts",800
Carnival de Goa,4.2/5,Ulsoor,"Goan, Mangalorean, Pizza","1,000"
Dindigul Thalappakatti,NEW,MG Road,"Biryani, Chinese, North Indian, South Indian",800
Kabab Mela,,Shivajinagar,"North Indian, Chinese, Kebab",300
Fruit Face,3.7/5,Indiranagar,"Fast Food, Street Food, Beverages",300
The Tao Terraces,4.0/5,MG Road,"Thai, Japanese, Korean, Burmese, Chinese","2,100"
Lazio Steaks & More,3.9/5,Frazer Town,"Continental, Chinese, Steak","1,000"
McDonald's,3.7/5,Brigade Road,"Burger, Fast Food",500
RockSalt,4.4/5,St. Marks Road,Modern Indian,"1,900"
Robin Brown Ice Cream,,Frazer Town,Desserts,250
Mad Over Donuts,3.9/5,Brigade Road,"Bakery, Desserts, Beverages",450
Cafe Coffee Day,3.1/5,Frazer Town,"Cafe, Fast Food",900
99 Pancakes,4.1/5,Church Street,"Desserts, Ice Cream",150
Jai Mataji Farshan & Sweets,3.8/5,Banaswadi,"Mithai, Street Food",150
Bhavani Sri,3.0/5,Indiranagar,"Andhra, Biryani, Seafood",700
Waffle Stories,3.8/5,Banaswadi,"Desserts, Beverages",300
Aadvik Nightfood,3.6/5,Frazer Town,Fast Food,350
Chai Central,3.2/5,RT Nagar,"Tea, Fast Food",200
Chilli Chicken,3.1/5,Brigade Road,Fast Food,500
Haldiram's Express,3.6/5,Brigade Road,North Indian,300
House Of Candy,,Banaswadi,Desserts,200
NoLimmits Lounge and Club,4.0/5,Brigade Road,"Chinese, Continental, North Indian, Burger, Pizza","2,000"
Chickpet Donne Biryani House,3.7/5,Commercial Street,Biryani,250
Roll Er Dokaan,3.2/5,Brigade Road,"Street Food, Rolls",300
Food Town,3.2/5,Indiranagar,Chinese,150
Fabcafe,4.1/5,MG Road,"Cafe, Healthy Food",800
Hotel Chandrika,3.8/5,Cunningham Road,"South Indian, North Indian, Chinese, Street Food",400
Infinitea Tea Room & Tea Store,4.3/5,Cunningham Road,"Continental, Cafe, Desserts, Salad, Momos","1,000"
Bheema's,4.0/5,Church Street,Andhra,650
Ayda Persian Kitchen,3.9/5,Church Street,"North Indian, Iranian",950
Sreeraj Lassi Bar,3.9/5,Race Course Road,"Beverages, Desserts",150
Cream Stone,4.0/5,Frazer Town,"Desserts, Beverages",500
Kolkata Famous Kati Rolls,,Frazer Town,"Rolls, Street Food",200
Luqma Restaurant,3.5/5,RT Nagar,"North Indian, Chinese, Arabian, Rolls",550
Ice Cream Works,3.9/5,Indiranagar,"Ice Cream, Ice Cream",300
The Open Box,4.2/5,St. Marks Road,"European, North Indian, Mediterranean, Asian, Salad","1,400"
Popat,3.2/5,Indiranagar,North Indian,300
Bangalore Bytes,3.5/5,Brigade Road,"Fast Food, South Indian, Biryani",300
Panchavati Gaurav Thali,4.0/5,Brigade Road,"Rajasthani, Gujarati",800
Paratha Xpress,3.5/5,Ulsoor,"North Indian, Chinese",200
Shree Mahalakshmi Sweets,,Kammanahalli,"Mithai, Street Food",100
Mummy's Kitchen,3.5/5,Banaswadi,South Indian,300
The Grill House,4.1/5,Ulsoor,"American, Mexican, Italian, Steak","1,200"
Fat Buddha,4.0/5,Cunningham Road,"Chinese, Thai","1,000"
Ganesh Food Joint,3.7/5,Frazer Town,"South Indian, North Indian, Chinese",200
Foodhall,4.0/5,MG Road,"Italian, Bakery, Fast Food","1,000"
Kartik's Mithai Shoppe,4.1/5,Indiranagar,"Mithai, Street Food",150
Pizbur Trap,3.5/5,Kammanahalli,"American, Burger, Momos, Bengali",400
Niranthara,,Vasanth Nagar,North Indian,600
Savera Lassi Shop,,Shivajinagar,"Beverages, Juices",100
Wolf'ish,4.1/5,Church Street,"Cafe, American, Italian, Pizza, Burger",700
Mudpipe Cafe,4.2/5,Cunningham Road,"Cafe, Continental, Italian, Burger",750
Mad Over Biryani,2.9/5,Church Street,"North Indian, Biryani",600
Toscano,4.4/5,Lavelle Road,"Italian, Salad","1,500"
Kettle & Kegs,,Indiranagar,"Tea, Beverages",200
Amande Patisserie,4.2/5,Lavelle Road,"Bakery, French, Desserts",300
Sri Udupi Park,3.8/5,Residency Road,"South Indian, Chinese",200
Kolkatta Famous Chat,3.7/5,Indiranagar,"Street Food, North Indian",100
Oh My Chaat,3.1/5,Frazer Town,Street Food,300
Mudaliar's Kitchen,,Frazer Town,South Indian,500
Cobaja,4.3/5,Brigade Road,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700
The Souk,3.7/5,Ulsoor,"Cafe, Mediterranean, Italian, Pizza, Continental",800
Just Bake,3.4/5,Ulsoor,"Bakery, Desserts",400
Drunken Monkey,3.5/5,Frazer Town,"Beverages, Fast Food",400
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,3.9/5,MG Road,Desserts,600
Ideal Kitchen,3.5/5,Indiranagar,"North Indian, Chinese, South Indian, Seafood",250
Desi Vdesi,3.9/5,Church Street,"Fast Food, North Indian, Rolls",250
ASEAN - On The Edge,4.4/5,MG Road,"Asian, Thai","1,800"
King Kong,3.8/5,Frazer Town,"Chinese, Momos",300
Sweet Chariot,3.8/5,Cunningham Road,"Bakery, Fast Food",500
The Belgian Waffle Co.,3.7/5,Residency Road,"Desserts, Beverages",350
Hatti Kaapi,3.8/5,Ulsoor,"South Indian, Beverages",200
Kitchen On Table,4.0/5,Brigade Road,"Japanese, Sushi, Asian","1,500"
Qissa Khawani,4.4/5,Church Street,"North Indian, Mughlai",800
EatWater,4.2/5,Lavelle Road,North Eastern,"1,000"
Supreme Biryani,,Ulsoor,Biryani,400
Ooty Chocolates,3.8/5,Indiranagar,Desserts,300
Kanteen 038,3.9/5,Indiranagar,"Tea, Beverages, Fast Food",200
Ujwal Restaurant,3.9/5,Vasanth Nagar,"Seafood, North Indian, Chinese",550
Vijayalaxmi Veg,,Banaswadi,"North Indian, South Indian, Chinese, Fast Food",200
Mount View Fast Food,3.3/5,Vasanth Nagar,"Fast Food, Street Food",100
Pai Vihar,2.8/5,Vasanth Nagar,"South Indian, Street Food, Chinese, Fast Food",400
Crispy Fried Chicken,,New BEL Road,"Burger, Fast Food",150
Cafe Terra,4.2/5,Indiranagar,"Cafe, Continental, Fast Food",500
Donne Biriyani Mane,3.5/5,Church Street,"Biryani, Kebab",400
Chocs Cafe,3.6/5,RT Nagar,"Fast Food, Desserts, Beverages",400
Chai Point,3.8/5,Cunningham Road,"Tea, Beverages, Fast Food",250
20 Feet High,4.0/5,Church Street,"American, Continental, Steak, Salad","1,000"
Kabab Nation Corner,3.5/5,Brigade Road,"Chinese, Arabian, Fast Food",500
Anupam's Coast II Coast,4.2/5,Church Street,"Seafood, Mangalorean, North Indian, Chinese","1,400"
Airlines Hotel,4.0/5,Lavelle Road,"South Indian, North Indian, Street Food",400
Vinny's,3.9/5,Brigade Road,"Pizza, Italian, Continental, Desserts",800
The Bundle Co.,4.4/5,MG Road,"Burger, Continental, Italian, Beverages",700
Danny Lambas Punjabi Dhaba,3.5/5,Indiranagar,"North Indian, Chinese, Biryani",600
Chocolate D'Luxe,4.1/5,Lavelle Road,Desserts,550
New Kudla Family Resturant,3.2/5,MG Road,"North Indian, Chinese",450
Raidan Restaurant,4.0/5,Frazer Town,"Arabian, Chinese, Fast Food",600
The Chariot,2.9/5,Brigade Road,"South Indian, North Indian, Chinese",350
Kobe Sizzlers,4.1/5,Brigade Road,"American, Continental, Fast Food, Steak","1,500"
Goli Vada Pav No. 1,3.5/5,Ulsoor,Street Food,200
Happy Fillings,3.4/5,Ulsoor,Chinese,300
Cookie Man,3.4/5,Brigade Road,Bakery,150
The ThickShake Factory,2.8/5,Cunningham Road,"Beverages, Juices",350
Kadamba Foodline,3.7/5,Ulsoor,"Chinese, North Indian, South Indian, Street Food",400
Ebony,4.3/5,MG Road,"North Indian, South Indian","1,500"
NTR Cafe,2.9/5,Kammanahalli,"Chinese, Fast Food",100
Hit And Run,,Ulsoor,"Tibetan, Chinese",300
North Se South Veg & Non-Veg Restaurants,3.6/5,Banaswadi,"South Indian, North Indian, Chinese",250
Arya Bhavan Sweets,3.2/5,Vasanth Nagar,"Mithai, Street Food, North Indian",300
The Deagh,3.7/5,Frazer Town,"Chinese, North Indian, Arabian",500
Patels Inn,3.8/5,RT Nagar,"North Indian, Chinese",750
Kenz Karam,3.5/5,Frazer Town,"Desserts, Beverages",300
Cafe Idly,3.7/5,Frazer Town,"South Indian, Fast Food",200
Meaza Ginger Multi Cuisine Restaurant,3.6/5,Indiranagar,"North Indian, Chinese, South Indian, Kerala",550
GMT - Gelateria Montecatini Terme,4.4/5,Lavelle Road,"Desserts, Ice Cream",300
Shake The Shake,NEW,Kammanahalli,Juices,200
Elements Eatery,4.0/5,Frazer Town,"Continental, Steak","1,100"
The Fresh 'N' Grill,,Banaswadi,Fast Food,150
The Konkan - Seafood Restaurant,4.4/5,St. Marks Road,"Seafood, Konkan, Mangalorean",850
Arabian Mataam,3.7/5,Frazer Town,"Biryani, Arabian",500
Gobble Up Churros Cafe,3.8/5,Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery",400
Classic Shop,3.3/5,Ulsoor,"Juices, Beverages",150
Penta Cafe,3.5/5,Frazer Town,"Juices, Fast Food, Beverages",350
Chetty's Coffee,3.9/5,Indiranagar,South Indian,150
Instant Noodle Doodle,,Frazer Town,Fast Food,200
Beijing Bites,3.9/5,Frazer Town,"Chinese, Thai",850
South Inn,3.1/5,Frazer Town,South Indian,150
Red Lantern,3.7/5,Cunningham Road,"Chinese, Thai",700
Tewari Bros Mithai Shoppie,3.8/5,Commercial Street,"Fast Food, Mithai",300
Benjarong,4.2/5,Ulsoor,"Thai, Asian","1,800"
Petoo,3.7/5,Commercial Street,"North Indian, Fast Food, Street Food",800
AQNI,3.0/5,RT Nagar,"North Indian, Mughlai",500
Bubbles,3.7/5,Frazer Town,Cafe,450
Zodiac - Fortune Select JP Cosmos Hotel,3.8/5,Cunningham Road,"North Indian, South Indian, Chinese, Continental","1,800"
Nandhini Deluxe,3.6/5,Frazer Town,North Indian,600
Nossa Goa,4.1/5,Richmond Road,"Goan, Seafood, Konkan, Desserts","1,000"
Ramji Chaiwale,3.7/5,Ulsoor,"Beverages, Fast Food",250
The Wok Shop,3.4/5,Ulsoor,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500
OCEA HOTEL,3.7/5,Brigade Road,"North Indian, Chinese, Seafood",800
Le Rock,4.0/5,Brigade Road,"Continental, Chinese","2,000"
7 to 11 Food Court,3.7/5,Banaswadi,"Fast Food, Burger, North Indian, South Indian",200
Vanas,4.0/5,Kammanahalli,"Mangalorean, Seafood",400
Kulfi Point,3.4/5,Indiranagar,Desserts,150
Frozen Bottle,4.0/5,Brigade Road,"Beverages, Desserts, Ice Cream",400
Brownie Heaven,4.2/5,Cunningham Road,"Desserts, Fast Food",300
C Sharp Kitchen,3.4/5,Church Street,"North Indian, Chinese, European",600
New Leaf Restaurant,3.7/5,Indiranagar,Chinese,"1,500"
Natural Ice Cream,4.1/5,Frazer Town,"Ice Cream, Desserts",150
Viceroy's Sarathi,3.8/5,Indiranagar,"North Indian, Chinese",750
Mamma Mexicana,2.2/5,MG Road,Mexican,"1,000"
Sherlock's Pub,4.0/5,Frazer Town,"Continental, North Indian, Chinese","1,500"
Misal Darbar,3.2/5,Indiranagar,Maharashtrian,200
The Coffee Bean & Tea Leaf,3.8/5,MG Road,Cafe,700
SGS Non Veg - Gundu Pulav,3.9/5,St. Marks Road,"Biryani, Fast Food",400
Desi Streat,,Brigade Road,"South Indian, Street Food",400
Chels Cafe,3.5/5,Cunningham Road,"Cafe, Burger",500
BIB-Breakfast In The Box,,Ulsoor,"American, Continental",600
Cafe Arabica,4.1/5,Frazer Town,"Cafe, Bakery",700
Amber Rush Express,,Residency Road,"Italian, Continental, Chinese",600
The Brekkie Shop,3.7/5,Indiranagar,"Healthy Food, Sandwich",300
The Yogisthaan Cafe,4.2/5,Indiranagar,"Cafe, Healthy Food, Salad, Beverages",600
Sweet Moments Express,3.7/5,Kammanahalli,"Mithai, Street Food",200
The Bong,3.1/5,Frazer Town,"Bengali, North Indian",300
Step Right Up,4.1/5,Vasanth Nagar,"Cafe, Italian",300
Lassi Cream,NEW,Frazer Town,"Beverages, Ice Cream",200
Berrylicious Cafe,4.1/5,MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900
Aroma Of Asia,3.9/5,Frazer Town,"Fast Food, Momos",400
Tea Break Lounge,3.3/5,Brigade Road,"Beverages, Fast Food",400
Naidoo's Donne Biryani,3.5/5,Kammanahalli,"South Indian, Biryani",300
The J,4.0/5,Church Street,"Fast Food, Beverages",450
Cafe Imroze,3.6/5,Infantry Road,"Cafe, Burger, Italian, Fast Food",650
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,3.4/5,Shivajinagar,Cafe,300
Lickity Garden,3.2/5,Frazer Town,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750
